"ocid","release_id","id","awardID","title","description","status","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays","amount","currency","dateSigned"
"ocds-5wno2w-CE-20230002332453-111800","CE-20230002332453-111800-2023-02-28T04:15:51.086Z","CE-20230002332453-contract","CE-20230002332453","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002332454-111800","CE-20230002332454-111800-2023-02-28T04:15:51.101Z","CE-20230002332454-contract","CE-20230002332454","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002332455-111800","CE-20230002332455-111800-2023-02-28T04:15:51.116Z","CE-20230002332455-contract","CE-20230002332455","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002332456-111800","CE-20230002332456-111800-2023-02-28T04:15:51.131Z","CE-20230002332456-contract","CE-20230002332456","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002332457-111800","CE-20230002332457-111800-2023-02-28T04:15:51.152Z","CE-20230002332457-contract","CE-20230002332457","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002332458-111800","CE-20230002332458-111800-2023-02-28T04:15:51.173Z","CE-20230002332458-contract","CE-20230002332458","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002332459-111800","CE-20230002332459-111800-2023-02-28T04:15:51.188Z","CE-20230002332459-contract","CE-20230002332459","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002332460-111800","CE-20230002332460-111800-2023-02-28T04:15:51.204Z","CE-20230002332460-contract","CE-20230002332460","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002332461-111800","CE-20230002332461-111800-2023-02-28T04:15:51.217Z","CE-20230002332461-contract","CE-20230002332461","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002332462-111800","CE-20230002332462-111800-2023-02-28T04:15:51.238Z","CE-20230002332462-contract","CE-20230002332462","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002332463-111800","CE-20230002332463-111800-2023-02-28T04:15:51.253Z","CE-20230002332463-contract","CE-20230002332463","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002332464-111800","CE-20230002332464-111800-2023-02-28T04:15:51.266Z","CE-20230002332464-contract","CE-20230002332464","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002334022-121357","CE-20230002334022-121357-2023-02-28T04:17:24.550Z","CE-20230002334022-contract","CE-20230002334022","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002334023-121357","CE-20230002334023-121357-2023-02-28T04:17:24.566Z","CE-20230002334023-contract","CE-20230002334023","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002334024-121357","CE-20230002334024-121357-2023-02-28T04:17:24.580Z","CE-20230002334024-contract","CE-20230002334024","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002334098-123874","CE-20230002334098-123874-2023-02-28T04:17:27.688Z","CE-20230002334098-contract","CE-20230002334098","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002334099-123874","CE-20230002334099-123874-2023-02-28T04:17:27.707Z","CE-20230002334099-contract","CE-20230002334099","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002334100-123874","CE-20230002334100-123874-2023-02-28T04:17:27.722Z","CE-20230002334100-contract","CE-20230002334100","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002335561-75428","CE-20230002335561-75428-2023-02-28T04:19:13.562Z","CE-20230002335561-contract","CE-20230002335561","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002335564-75428","CE-20230002335564-75428-2023-02-28T04:19:13.582Z","CE-20230002335564-contract","CE-20230002335564","","","terminated","","","","","","",""
"ocds-5wno2w-CE-20230002339560-61781","CE-20230002339560-61781-2023-02-28T04:23:06.781Z","CE-20230002339560-contract","CE-20230002339560","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343507-55685","CE-20230002343507-55685-2023-02-28T04:26:53.118Z","CE-20230002343507-contract","CE-20230002343507","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002340159-2711","CE-20230002340159-2711-2023-02-28T04:23:53.230Z","CE-20230002340159-contract","CE-20230002340159","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002340445-2504","CE-20230002340445-2504-2023-02-28T04:24:15.276Z","CE-20230002340445-contract","CE-20230002340445","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002340446-2504","CE-20230002340446-2504-2023-02-28T04:24:15.306Z","CE-20230002340446-contract","CE-20230002340446","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002340824-536257","CE-20230002340824-536257-2023-02-28T04:24:20.729Z","CE-20230002340824-contract","CE-20230002340824","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341393-113590","CE-20230002341393-113590-2023-02-28T04:24:54.703Z","CE-20230002341393-contract","CE-20230002341393","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341423-55680","CE-20230002341423-55680-2023-02-28T04:24:56.265Z","CE-20230002341423-contract","CE-20230002341423","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341695-62743","CE-20230002341695-62743-2023-02-28T04:25:22.950Z","CE-20230002341695-contract","CE-20230002341695","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341967-17483","CE-20230002341967-17483-2023-02-28T04:25:33.989Z","CE-20230002341967-contract","CE-20230002341967","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341976-17483","CE-20230002341976-17483-2023-02-28T04:25:34.534Z","CE-20230002341976-contract","CE-20230002341976","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342103-13846","CE-20230002342103-13846-2023-02-28T04:25:38.304Z","CE-20230002342103-contract","CE-20230002342103","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342197-3203","CE-20230002342197-3203-2023-02-28T04:25:40.722Z","CE-20230002342197-contract","CE-20230002342197","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342244-403092","CE-20230002342244-403092-2023-02-28T04:25:44.470Z","CE-20230002342244-contract","CE-20230002342244","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342247-96550","CE-20230002342247-96550-2023-02-28T04:25:44.655Z","CE-20230002342247-contract","CE-20230002342247","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342353-29399","CE-20230002342353-29399-2023-02-28T04:25:47.892Z","CE-20230002342353-contract","CE-20230002342353","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342616-120022","CE-20230002342616-120022-2023-02-28T04:26:07.448Z","CE-20230002342616-contract","CE-20230002342616","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342660-532125","CE-20230002342660-532125-2023-02-28T04:26:07.807Z","CE-20230002342660-contract","CE-20230002342660","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342673-532125","CE-20230002342673-532125-2023-02-28T04:26:09.498Z","CE-20230002342673-contract","CE-20230002342673","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342977-101212","CE-20230002342977-101212-2023-02-28T04:26:50.727Z","CE-20230002342977-contract","CE-20230002342977","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342978-101212","CE-20230002342978-101212-2023-02-28T04:26:50.756Z","CE-20230002342978-contract","CE-20230002342978","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342979-101212","CE-20230002342979-101212-2023-02-28T04:26:50.779Z","CE-20230002342979-contract","CE-20230002342979","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342980-101212","CE-20230002342980-101212-2023-02-28T04:26:50.795Z","CE-20230002342980-contract","CE-20230002342980","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342983-2763","CE-20230002342983-2763-2023-02-28T04:26:50.815Z","CE-20230002342983-contract","CE-20230002342983","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342984-2763","CE-20230002342984-2763-2023-02-28T04:26:50.840Z","CE-20230002342984-contract","CE-20230002342984","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342985-2763","CE-20230002342985-2763-2023-02-28T04:26:50.858Z","CE-20230002342985-contract","CE-20230002342985","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342986-2763","CE-20230002342986-2763-2023-02-28T04:26:50.882Z","CE-20230002342986-contract","CE-20230002342986","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342987-2763","CE-20230002342987-2763-2023-02-28T04:26:50.902Z","CE-20230002342987-contract","CE-20230002342987","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002342992-105487","CE-20230002342992-105487-2023-02-28T04:26:50.921Z","CE-20230002342992-contract","CE-20230002342992","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343014-91377","CE-20230002343014-91377-2023-02-28T04:26:50.934Z","CE-20230002343014-contract","CE-20230002343014","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343015-91377","CE-20230002343015-91377-2023-02-28T04:26:50.968Z","CE-20230002343015-contract","CE-20230002343015","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343016-91377","CE-20230002343016-91377-2023-02-28T04:26:50.981Z","CE-20230002343016-contract","CE-20230002343016","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343065-380248","CE-20230002343065-380248-2023-02-28T04:26:50.999Z","CE-20230002343065-contract","CE-20230002343065","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343066-90689","CE-20230002343066-90689-2023-02-28T04:26:51.023Z","CE-20230002343066-contract","CE-20230002343066","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343071-2763","CE-20230002343071-2763-2023-02-28T04:26:51.051Z","CE-20230002343071-contract","CE-20230002343071","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343072-2763","CE-20230002343072-2763-2023-02-28T04:26:51.068Z","CE-20230002343072-contract","CE-20230002343072","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343073-2763","CE-20230002343073-2763-2023-02-28T04:26:51.087Z","CE-20230002343073-contract","CE-20230002343073","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343074-2763","CE-20230002343074-2763-2023-02-28T04:26:51.105Z","CE-20230002343074-contract","CE-20230002343074","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343075-2763","CE-20230002343075-2763-2023-02-28T04:26:51.123Z","CE-20230002343075-contract","CE-20230002343075","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343508-55685","CE-20230002343508-55685-2023-02-28T04:26:53.133Z","CE-20230002343508-contract","CE-20230002343508","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343076-2706","CE-20230002343076-2706-2023-02-28T04:26:51.143Z","CE-20230002343076-contract","CE-20230002343076","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343089-2528","CE-20230002343089-2528-2023-02-28T04:26:51.163Z","CE-20230002343089-contract","CE-20230002343089","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343119-36634","CE-20230002343119-36634-2023-02-28T04:26:51.177Z","CE-20230002343119-contract","CE-20230002343119","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343120-36634","CE-20230002343120-36634-2023-02-28T04:26:51.192Z","CE-20230002343120-contract","CE-20230002343120","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343121-36634","CE-20230002343121-36634-2023-02-28T04:26:51.202Z","CE-20230002343121-contract","CE-20230002343121","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343122-36634","CE-20230002343122-36634-2023-02-28T04:26:51.213Z","CE-20230002343122-contract","CE-20230002343122","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343123-36634","CE-20230002343123-36634-2023-02-28T04:26:51.227Z","CE-20230002343123-contract","CE-20230002343123","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343124-36634","CE-20230002343124-36634-2023-02-28T04:26:51.237Z","CE-20230002343124-contract","CE-20230002343124","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343125-36634","CE-20230002343125-36634-2023-02-28T04:26:51.247Z","CE-20230002343125-contract","CE-20230002343125","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343126-36634","CE-20230002343126-36634-2023-02-28T04:26:51.258Z","CE-20230002343126-contract","CE-20230002343126","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343127-36634","CE-20230002343127-36634-2023-02-28T04:26:51.268Z","CE-20230002343127-contract","CE-20230002343127","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343128-36634","CE-20230002343128-36634-2023-02-28T04:26:51.278Z","CE-20230002343128-contract","CE-20230002343128","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343129-36634","CE-20230002343129-36634-2023-02-28T04:26:51.289Z","CE-20230002343129-contract","CE-20230002343129","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343130-36634","CE-20230002343130-36634-2023-02-28T04:26:51.299Z","CE-20230002343130-contract","CE-20230002343130","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343131-36634","CE-20230002343131-36634-2023-02-28T04:26:51.308Z","CE-20230002343131-contract","CE-20230002343131","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343132-36634","CE-20230002343132-36634-2023-02-28T04:26:51.319Z","CE-20230002343132-contract","CE-20230002343132","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343133-36634","CE-20230002343133-36634-2023-02-28T04:26:51.329Z","CE-20230002343133-contract","CE-20230002343133","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343134-36634","CE-20230002343134-36634-2023-02-28T04:26:51.338Z","CE-20230002343134-contract","CE-20230002343134","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343135-36634","CE-20230002343135-36634-2023-02-28T04:26:51.348Z","CE-20230002343135-contract","CE-20230002343135","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343137-443199","CE-20230002343137-443199-2023-02-28T04:26:51.358Z","CE-20230002343137-contract","CE-20230002343137","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343138-443199","CE-20230002343138-443199-2023-02-28T04:26:51.377Z","CE-20230002343138-contract","CE-20230002343138","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343139-443199","CE-20230002343139-443199-2023-02-28T04:26:51.394Z","CE-20230002343139-contract","CE-20230002343139","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343140-2763","CE-20230002343140-2763-2023-02-28T04:26:51.408Z","CE-20230002343140-contract","CE-20230002343140","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343141-2763","CE-20230002343141-2763-2023-02-28T04:26:51.432Z","CE-20230002343141-contract","CE-20230002343141","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343142-2763","CE-20230002343142-2763-2023-02-28T04:26:51.449Z","CE-20230002343142-contract","CE-20230002343142","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343143-2763","CE-20230002343143-2763-2023-02-28T04:26:51.469Z","CE-20230002343143-contract","CE-20230002343143","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343144-2763","CE-20230002343144-2763-2023-02-28T04:26:51.487Z","CE-20230002343144-contract","CE-20230002343144","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343154-111516","CE-20230002343154-111516-2023-02-28T04:26:51.502Z","CE-20230002343154-contract","CE-20230002343154","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343155-111516","CE-20230002343155-111516-2023-02-28T04:26:51.522Z","CE-20230002343155-contract","CE-20230002343155","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343156-111516","CE-20230002343156-111516-2023-02-28T04:26:51.535Z","CE-20230002343156-contract","CE-20230002343156","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343157-111516","CE-20230002343157-111516-2023-02-28T04:26:51.548Z","CE-20230002343157-contract","CE-20230002343157","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343158-111516","CE-20230002343158-111516-2023-02-28T04:26:51.563Z","CE-20230002343158-contract","CE-20230002343158","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343159-111516","CE-20230002343159-111516-2023-02-28T04:26:51.578Z","CE-20230002343159-contract","CE-20230002343159","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343191-18362","CE-20230002343191-18362-2023-02-28T04:26:51.590Z","CE-20230002343191-contract","CE-20230002343191","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343192-18362","CE-20230002343192-18362-2023-02-28T04:26:51.610Z","CE-20230002343192-contract","CE-20230002343192","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343193-18362","CE-20230002343193-18362-2023-02-28T04:26:51.628Z","CE-20230002343193-contract","CE-20230002343193","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343208-18362","CE-20230002343208-18362-2023-02-28T04:26:51.645Z","CE-20230002343208-contract","CE-20230002343208","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343209-18362","CE-20230002343209-18362-2023-02-28T04:26:51.664Z","CE-20230002343209-contract","CE-20230002343209","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343210-18362","CE-20230002343210-18362-2023-02-28T04:26:51.682Z","CE-20230002343210-contract","CE-20230002343210","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343211-18362","CE-20230002343211-18362-2023-02-28T04:26:51.697Z","CE-20230002343211-contract","CE-20230002343211","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343212-18362","CE-20230002343212-18362-2023-02-28T04:26:51.713Z","CE-20230002343212-contract","CE-20230002343212","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343213-18362","CE-20230002343213-18362-2023-02-28T04:26:51.729Z","CE-20230002343213-contract","CE-20230002343213","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343214-18362","CE-20230002343214-18362-2023-02-28T04:26:51.745Z","CE-20230002343214-contract","CE-20230002343214","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343215-18362","CE-20230002343215-18362-2023-02-28T04:26:51.762Z","CE-20230002343215-contract","CE-20230002343215","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343216-18362","CE-20230002343216-18362-2023-02-28T04:26:51.780Z","CE-20230002343216-contract","CE-20230002343216","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343217-18362","CE-20230002343217-18362-2023-02-28T04:26:51.797Z","CE-20230002343217-contract","CE-20230002343217","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343237-18362","CE-20230002343237-18362-2023-02-28T04:26:51.814Z","CE-20230002343237-contract","CE-20230002343237","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343238-125531","CE-20230002343238-125531-2023-02-28T04:26:51.830Z","CE-20230002343238-contract","CE-20230002343238","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343239-125531","CE-20230002343239-125531-2023-02-28T04:26:51.840Z","CE-20230002343239-contract","CE-20230002343239","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343240-125531","CE-20230002343240-125531-2023-02-28T04:26:51.854Z","CE-20230002343240-contract","CE-20230002343240","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343241-125531","CE-20230002343241-125531-2023-02-28T04:26:51.868Z","CE-20230002343241-contract","CE-20230002343241","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343243-18362","CE-20230002343243-18362-2023-02-28T04:26:51.880Z","CE-20230002343243-contract","CE-20230002343243","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343244-443199","CE-20230002343244-443199-2023-02-28T04:26:51.895Z","CE-20230002343244-contract","CE-20230002343244","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343245-443199","CE-20230002343245-443199-2023-02-28T04:26:51.910Z","CE-20230002343245-contract","CE-20230002343245","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343246-443199","CE-20230002343246-443199-2023-02-28T04:26:51.924Z","CE-20230002343246-contract","CE-20230002343246","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343247-443199","CE-20230002343247-443199-2023-02-28T04:26:51.933Z","CE-20230002343247-contract","CE-20230002343247","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343248-443199","CE-20230002343248-443199-2023-02-28T04:26:51.949Z","CE-20230002343248-contract","CE-20230002343248","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343249-443199","CE-20230002343249-443199-2023-02-28T04:26:51.967Z","CE-20230002343249-contract","CE-20230002343249","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343250-443199","CE-20230002343250-443199-2023-02-28T04:26:51.986Z","CE-20230002343250-contract","CE-20230002343250","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343251-443199","CE-20230002343251-443199-2023-02-28T04:26:52.002Z","CE-20230002343251-contract","CE-20230002343251","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343252-443199","CE-20230002343252-443199-2023-02-28T04:26:52.021Z","CE-20230002343252-contract","CE-20230002343252","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343253-443199","CE-20230002343253-443199-2023-02-28T04:26:52.040Z","CE-20230002343253-contract","CE-20230002343253","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343254-18362","CE-20230002343254-18362-2023-02-28T04:26:52.055Z","CE-20230002343254-contract","CE-20230002343254","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343255-18362","CE-20230002343255-18362-2023-02-28T04:26:52.067Z","CE-20230002343255-contract","CE-20230002343255","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343256-18362","CE-20230002343256-18362-2023-02-28T04:26:52.079Z","CE-20230002343256-contract","CE-20230002343256","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343257-18362","CE-20230002343257-18362-2023-02-28T04:26:52.096Z","CE-20230002343257-contract","CE-20230002343257","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343272-18362","CE-20230002343272-18362-2023-02-28T04:26:52.112Z","CE-20230002343272-contract","CE-20230002343272","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343273-18362","CE-20230002343273-18362-2023-02-28T04:26:52.128Z","CE-20230002343273-contract","CE-20230002343273","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343289-18362","CE-20230002343289-18362-2023-02-28T04:26:52.144Z","CE-20230002343289-contract","CE-20230002343289","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343290-18362","CE-20230002343290-18362-2023-02-28T04:26:52.162Z","CE-20230002343290-contract","CE-20230002343290","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343313-748941","CE-20230002343313-748941-2023-02-28T04:26:52.180Z","CE-20230002343313-contract","CE-20230002343313","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343362-10836","CE-20230002343362-10836-2023-02-28T04:26:52.202Z","CE-20230002343362-contract","CE-20230002343362","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343363-10836","CE-20230002343363-10836-2023-02-28T04:26:52.226Z","CE-20230002343363-contract","CE-20230002343363","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343364-10836","CE-20230002343364-10836-2023-02-28T04:26:52.242Z","CE-20230002343364-contract","CE-20230002343364","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343365-10836","CE-20230002343365-10836-2023-02-28T04:26:52.254Z","CE-20230002343365-contract","CE-20230002343365","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343366-10836","CE-20230002343366-10836-2023-02-28T04:26:52.277Z","CE-20230002343366-contract","CE-20230002343366","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343367-10836","CE-20230002343367-10836-2023-02-28T04:26:52.294Z","CE-20230002343367-contract","CE-20230002343367","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343368-10836","CE-20230002343368-10836-2023-02-28T04:26:52.308Z","CE-20230002343368-contract","CE-20230002343368","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343369-10836","CE-20230002343369-10836-2023-02-28T04:26:52.328Z","CE-20230002343369-contract","CE-20230002343369","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343370-10836","CE-20230002343370-10836-2023-02-28T04:26:52.340Z","CE-20230002343370-contract","CE-20230002343370","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343371-443199","CE-20230002343371-443199-2023-02-28T04:26:52.353Z","CE-20230002343371-contract","CE-20230002343371","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343372-443199","CE-20230002343372-443199-2023-02-28T04:26:52.367Z","CE-20230002343372-contract","CE-20230002343372","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343373-443199","CE-20230002343373-443199-2023-02-28T04:26:52.376Z","CE-20230002343373-contract","CE-20230002343373","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343374-443199","CE-20230002343374-443199-2023-02-28T04:26:52.388Z","CE-20230002343374-contract","CE-20230002343374","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343375-443199","CE-20230002343375-443199-2023-02-28T04:26:52.406Z","CE-20230002343375-contract","CE-20230002343375","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343376-443199","CE-20230002343376-443199-2023-02-28T04:26:52.417Z","CE-20230002343376-contract","CE-20230002343376","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343377-443199","CE-20230002343377-443199-2023-02-28T04:26:52.428Z","CE-20230002343377-contract","CE-20230002343377","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343378-443199","CE-20230002343378-443199-2023-02-28T04:26:52.442Z","CE-20230002343378-contract","CE-20230002343378","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343379-443199","CE-20230002343379-443199-2023-02-28T04:26:52.466Z","CE-20230002343379-contract","CE-20230002343379","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343380-39712","CE-20230002343380-39712-2023-02-28T04:26:52.478Z","CE-20230002343380-contract","CE-20230002343380","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343381-3271","CE-20230002343381-3271-2023-02-28T04:26:52.506Z","CE-20230002343381-contract","CE-20230002343381","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343382-3271","CE-20230002343382-3271-2023-02-28T04:26:52.524Z","CE-20230002343382-contract","CE-20230002343382","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343389-99953","CE-20230002343389-99953-2023-02-28T04:26:52.571Z","CE-20230002343389-contract","CE-20230002343389","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343390-99953","CE-20230002343390-99953-2023-02-28T04:26:52.593Z","CE-20230002343390-contract","CE-20230002343390","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343391-99953","CE-20230002343391-99953-2023-02-28T04:26:52.608Z","CE-20230002343391-contract","CE-20230002343391","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343392-99953","CE-20230002343392-99953-2023-02-28T04:26:52.622Z","CE-20230002343392-contract","CE-20230002343392","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343393-99953","CE-20230002343393-99953-2023-02-28T04:26:52.635Z","CE-20230002343393-contract","CE-20230002343393","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343394-99953","CE-20230002343394-99953-2023-02-28T04:26:52.649Z","CE-20230002343394-contract","CE-20230002343394","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343395-99953","CE-20230002343395-99953-2023-02-28T04:26:52.666Z","CE-20230002343395-contract","CE-20230002343395","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343396-99953","CE-20230002343396-99953-2023-02-28T04:26:52.683Z","CE-20230002343396-contract","CE-20230002343396","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343397-443199","CE-20230002343397-443199-2023-02-28T04:26:52.698Z","CE-20230002343397-contract","CE-20230002343397","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343398-443199","CE-20230002343398-443199-2023-02-28T04:26:52.716Z","CE-20230002343398-contract","CE-20230002343398","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343399-443199","CE-20230002343399-443199-2023-02-28T04:26:52.728Z","CE-20230002343399-contract","CE-20230002343399","","","active","","","","","","",""
